Título;Texto
Copasa instala “tanque pulmão” em ETE e reforça proteção ambiental no Triângulo;A Copasa concluiu neste mês em Centralina, no Triângulo Mineiro, a instalação de um “tanque pulmão”, equipamento utilizado para armazenar emergencialmente o efluente em situações de falha no sistema de esgotamento sanitário, evitando o extravasamento na natureza. Equipamento está avaliado em R$ 610 mil. A estrutura começou a ser construída em agosto deste ano e está avaliada em R$ 610 mil. O tanque está instalado junto à elevatória, máquina que recebe e bombeia os efluentes provenientes do uso doméstico para a Estação de Tratamento de Esgoto (ETE). Ele funciona como uma contenção provisória, ou seja, um espaço de armazenamento de emergência. O gerente regional da Copasa, Júlio Cézar Silva, explicou os benefícios no sistema de tratamento. “A nova estrutura reforça a segurança do processo ao evitar extravasamentos de esgoto na natureza, favorecendo a preservação da fauna e da flora, consequentemente, estimulando a perenidade do meio ambiente”, disse. Manoel Silva, encarregado do polo regional da Copasa, destacou que o tanque ainda otimiza a operação de esgotamento sanitário, uma vez que viabiliza o escoamento de esgoto sem grandes variações de volume. “Tal fator minimiza a sobrecarga dos equipamentos, prevenindo danos operacionais. Como reflexo, obtém-se um tratamento cada vez mais eficiente”, disse. Desde 1980 a Copasa opera em Centralina, quando assumiu os serviços de abastecimento de água. Em 2013 iniciou também a operação do sistema de esgotamento sanitário. A ETE da cidade recebe o esgoto de 3.074 imóveis. Com capacidade para tratar até 50 litros por segundo, cerca de 1,38 milhão de litros de esgoto são tratados diariamente. A iniciativa também foi adotada em outros municípios. Em Patos de Minas, por exemplo, um “tanque pulmão” foi instalado em uma elevatória construída recentemente e entrará em operação em breve, com as obras de ampliação do sistema de esgotamento sanitário do município. O tratamento do esgoto proporciona inúmeros benefícios. Para a sociedade, contribui para a melhoria da saúde da população em geral, prevenindo doenças causadas por água contaminada. Para o município, reduz gastos públicos com saúde, e melhora o Índice de Desenvolvimento Humano (IDH), promovendo a valorização do potencial turístico local e proporcionando maior atração de investimentos privados para a cidade. Já para o meio ambiente, favorece a despoluição de cursos hídricos, ajudando na conservação da natureza para que dela possam desfrutar as gerações atuais e futuras.
Copasa patrocina maior galeria urbana itinerante da Grande BH;Transformar o deslocamento diário em uma experiência cultural para milhares de pessoas na Região Metropolitana de Belo Horizonte. Esse é o objetivo do projeto “Arte Pela Via” que, com o patrocínio da Copasa, leva intervenções de arte urbana para a lataria de ônibus que circulam pela capital e cidades vizinhas. A iniciativa, viabilizada pela Lei Estadual de Incentivo à Cultura, converte o transporte coletivo em telas gigantes assinadas por talentos mineiros, criando a maior exposição de arte em movimento do país. Com curadoria de Roger Dee, o projeto reúne obras exclusivas de artistas de destaque na cena urbana, como Ed-Mun, Kota, Kaká Chazz e Samm Amarante. As criações rompem as barreiras dos museus e vão diretamente ao encontro da população, democratizando o acesso à arte contemporânea nos trajetos entre Belo Horizonte, Contagem, Betim e outros municípios. A execução prevê o envelopamento de três ônibus articulados, quinze ônibus do modelo padron e 150 backbus, que circularão pelas principais vias da capital, como MG-010, avenidas Pedro I, Cristiano Machado, Antônio Carlos, Nossa Senhora do Carmo, Afonso Pena e Amazonas. Com duração estimada de cinco meses e validade até dezembro de 2025, o projeto deve impactar diretamente cerca de 200 mil pessoas e, indiretamente, atingir aproximadamente 2,5 milhões de cidadãos. Com o tema “Cidades Fluídas”, a finalidade do projeto é inserir seu olhar na percepção de um espaço e tempo cibernético. A experiência do cotidiano de ir e vir demonstra que a população parou de observar os detalhes do dia a dia, onde a realidade presente é a internet, as paredes e muros são espelhos, as poucas janelas se abrem para dentro, as portas e as escadas são túneis que se abrem para o subsolo indicando que não chegam a lugar nenhum. Estas imagens revelam o desconforto do passageiro no ônibus, que embarca e se senta para ver o sol se pôr nos relógios digitais. Essa reflexão transforma o transporte coletivo em uma experiência artística acessível e inovadora.
Copasa participa pelo 6º ano da Campanha Natal dos Correios em Divinópolis;Pelo sexto ano consecutivo, a Copasa participou da Campanha Natal dos Correios em Divinópolis. Empregados de diversos setores apadrinharam mais de 100 cartas com pedidos de presentes de crianças assistidas por instituições da cidade. Na sexta-feira (12/12) uma comitiva de carros dos Correios, Copasa e de voluntários, que saiu da sede da Companhia, percorreu as ruas da cidade até a Casa Santa Isabel, no bairro São Domingos. No local da entrega, além de um lanche especial oferecido pela Copasa, as crianças receberam o Papai Noel dos Correios, que levou os presentes doados pelos empregados da Companhia. A Casa Santa Isabel atende crianças de 0 a 12 anos em situação de vulnerabilidade. A instituição dá abrigo e acolhimento aos que precisam de um lar provisório. “É uma época em que as crianças ficam emocionadas, não apenas por ganharem um brinquedo ou presente, mas também pelo momento de socialização e carinho que elas têm”, ressaltou a diretora Silvana Silva.
Copasa distribui presentes de Natal para alunos de escola pública em Patos de Minas;O Natal começou mais cedo para os estudantes da Escola Municipal Professor Aristídes Memória, popularmente conhecida como Caic, em Patos de Minas. As crianças foram presenteadas por empregados da Copasa, nesta terça-feira (16/12). A ação tradicional ocorre há vários anos e visa tornar a data ainda mais encantadora para os pequenos.Como de costume, no mês de dezembro os alunos da instituição localizada em um bairro periférico da cidade escrevem cartinhas para o Papai Noel. O endereço é o Polo Norte, mas na verdade elas são apadrinhadas por colaboradores da Companhia que, com todo carinho, atendem aos pedidos. Entre os presentes estavam bonecas, carrinhos, skates e até fantasias.Representaram a empresa no evento os assistentes administrativos e membros do Programa de Voluntários da Copasa Renata Thompson e Daniel Cardoso. Um total de 20 presentes foram distribuídos para alunos de 6 até 8 anos.Renata destacou a importância da atividade. “A infância é um momento mágico, que precisa ser aproveitado. Poder contribuir para que as crianças criem memórias especiais vai além do nosso propósito de cuidar da água e gerar valor para as pessoas. É gratificante e deixa o coração quentinho”, ressaltou.Para Wesley Meireles, assistente administrativo e representante da equipe de Desenvolvimento Social, isso reforça ainda mais o papel social da Companhia. “Esta é uma iniciativa que ultrapassa o ato de dar presentes. Ela ajuda na promoção do interesse pelo aprendizado, promove o fortalecimento de vínculos e fortalece o senso de responsabilidade social nos jovens que amanhã serão o nosso futuro”, pontuou.A comunidade escolar aprova a prática. “Esta ação valoriza nossas crianças menos favorecidas. Eu vejo a felicidade delas e a realização de seus sonhos, principalmente quando recebem aquilo que pediram, tornando esse momento ainda mais especial e significativo”, disse a supervisora educacional de escola de tempo integral, Maria Aparecida de Lima.
Copasa dá passo decisivo para universalizar tratamento de esgoto em Madre de Deus de Minas;"Assinatura da Ordem de Serviço com prefeitura para a 2ª etapa das obras conta com investimentos da ordem de R$ 12 milhões. A Copasa e a Prefeitura de Madre de Deus de Minas, no Campo das Vertentes, deram o passo decisivo para o desenvolvimento do município ao assinarem, neste mês, Ordem de Serviço para início da 2ª etapa das obras de esgotamento sanitário. Com investimentos de R$ 12 milhões, as obras vão universalizar o serviço ao atingir 90% de esgoto coletado e tratado na cidade. Com início das obras previsto para janeiro de 2026, a Copasa avança para a fase final das melhorias do sistema, que incluirá a construção da Estação de Tratamento de Esgoto (ETE). A unidade vai realizar etapas físicas, biológicas e de polimento, garantindo que o esgoto tratado atenda plenamente às normas ambientais. A expectativa é que as obras sejam concluídas até março de 2027. Durante os 14 meses de trabalho, além da ETE, também serão implantados 633 metros de interceptor de esgoto, 3.600 metros de rede coletora, uma unidade de bombeamento final e 280 ligações prediais.O gerente de Expansão da Copasa, Filipe Rocha, destacou o caráter estruturante do empreendimento. “Essa obra consolida um planejamento técnico elaborado para entregar ao município uma infraestrutura moderna e segura, preparada para acompanhar o crescimento de Madre de Deus de Minas”, explicou.A assinatura da Ordem de Serviço contou com a presença do prefeito Osmar de Oliveira; do secretário Municipal de Obras, Meio Ambiente e Urbanismo, Everton Robson Inácio; além de representantes da Copasa e do consórcio responsável pela execução das obras."
Copasa avança com obras de ampliação de abastecimento de água em Pouso Alegre;A Copasa avança nas obras de ampliação e melhorias do Sistema de Abastecimento de Água de Pouso Alegre, no Sul de Minas. Até o momento, mais de 70% dos serviços previstos já foram executados, com destaque para a conclusão e início de operação da primeira Estação de Tratamento de Água (ETA) do Chapadão, com capacidade de 100 litros por segundo.Além da nova ETA do Chapadão, já foram concluídas outras ações importantes, como a implantação de mais de 23 mil metros de adutoras de água tratada e 1,6 mil metros de adutora de água bruta, ampliando a eficiência no transporte de água entre os sistemas produtores.Também foram substituídos 4 mil metros de redes de distribuição e instalados novos reservatórios em diferentes pontos da cidade. As interligações do Chapadão com os bairros Jardim Aeroporto, Morumbi, Jacarandá, Faisqueira, CDI (Distrito Industrial), São João III e Santa Bárbara também já estão finalizadas. O conjunto de obras, que soma mais de R$ 69 milhões em investimentos atualizados, está previsto para ser concluído em abril de 2027. Além de reforçar a infraestrutura já existente, a Copasa também estuda uma nova expansão para atender ao crescimento do setor industrial do município. As frentes de trabalho continuam ativas em diversos bairros, em toda a cidade, com a implantação de novas adutoras, melhorias em unidades de bombeamento e construção de reservatórios. Ao todo, sete novos reservatórios estão em construção e vão acrescentar 6,2 milhões de litros à capacidade de armazenamento de água da cidade, que passará a totalizar 24,7 milhões de litros — um aumento superior a 33% em relação ao volume atual. Também estão em andamento as obras da segunda ETA do Chapadão, cuja ordem de serviço já foi assinada, com previsão de entrega em 2026. Quando finalizado, o sistema terá sua capacidade de produção aumentada de 80 litros por segundo para 300 litros por segundo, beneficiando diretamente cerca de 140 mil moradores. O gerente de Projetos, Edval Fortes, ressaltou o avanço das frentes de trabalho e a relevância técnica das intervenções. “Estamos implantando uma infraestrutura robusta, que inclui novas adutoras, reservatórios e estações de tratamento. É um projeto complexo, planejado para dar mais eficiência ao sistema e garantir que a produção, reservação e distribuição de água acompanhem o ritmo de crescimento da cidade”, explicou. egundo o gerente regional da Copasa, Joab Borges, as obras representam um marco para o futuro do abastecimento em Pouso Alegre. “Muito em breve a cidade terá maior segurança hídrica, reservação reforçada e a garantia de água tratada com qualidade e regularidade para todos”, destacou. O superintendente de Operações na região Sul, Luiz Eduardo Carvalho Gomes, reforçou o caráter estratégico do investimento. “Essas obras preparam Pouso Alegre para o presente e para o futuro. Estamos ampliando a capacidade do sistema de abastecimento para atender a população e também os novos empreendimentos que chegam ao município. A Copasa reafirma, assim, seu compromisso de estar ao lado da cidade em seu desenvolvimento”, concluiu.
Copasa conclui obras de R$ 7,6 milhões na Estação de Tratamento de Esgoto de Paracatu;Em mais um avanço sentido à qualidade de vida da população, a Copasa concluiu as obras para melhoria da Estação de Tratamento de Esgoto (ETE) de Paracatu, no Noroeste de Minas Gerais. Avaliadas em R$ 7,6 milhões, as intervenções geraram 102 empregos. Aproximadamente 90 mil habitantes foram beneficiados. Os serviços tiveram dois anos e meio de duração. A superintendente de Operações Centro-Oeste da Copasa, Cristiane Carneiro, destacou os benefícios decorrentes das intervenções. “As obras ampliam ainda mais a eficiência do tratamento, otimizam a operação e contribuem para a redução de possíveis odores”, destacou. Fabrício Rezende, gerente de Expansão Centro-Oeste da Companhia, explicou o que foi feito e os impactos. “Retiramos 35.000 m³ de lodo – como são chamados os resíduos sólidos oriundos do tratamento. Com isso, o volume útil foi restabelecido. Assim, podemos atender à demanda mesmo que ocorra crescimento da cidade”, explicou. As intervenções consistiram no desassoreamento das lagoas anaeróbias – remoção de lodo das unidades que contêm microrganismos responsáveis por decompor a matéria orgânica dos efluentes – e na construção de uma nova estrutura do tipo, a qual recebeu os sedimentos das estruturas já existentes. lton Dornelas, supervisor de Tratamento de Esgoto, destacou as vantagens de poder contar com um sistema de esgotamento sanitário. “Previne doenças causadas por água contaminada e, consequentemente, reduz gastos com a saúde pública. Ajuda a valorizar os imóveis e o potencial turístico. Também promove a preservação ambiental”, concluiu.  gerente regional Saulo Bernardes reafirmou o compromisso da empresa. “Nosso objetivo é levar, por meio da água e esgoto tratados e da conservação do meio ambiente, saúde e bem-estar à população. Estamos muito felizes com a conclusão de mais um projeto. Isso também reforça nossa preocupação com os paracatuenses”, destacou.
Copasa inicia obras de melhoria na Estação de Tratamento de Esgoto de Frutal;Ampliar a eficiência da Estação de Tratamento de Esgoto (ETE) de Frutal, no Pontal do Triângulo. É com esse objetivo que a Copasa está investindo mais de R$ 9 milhões no município. As obras, iniciadas no fim de outubro deste ano, devem ser concluídas em junho de 2026, beneficiando os cerca de 60 mil moradores. Foram gerados 15 empregos para a execução dos serviços. O aporte viabilizará o desassoreamento das lagoas anaeróbias. Isso significa que, das unidades que contam com microrganismos responsáveis por remover a matéria orgânica presente no esgoto, serão removidos 8,5 milhões de litros de lodo – como são chamados os resíduos sólidos gerados durante o tratamento. À frente da Gerência de Expansão Centro-Oeste da Copasa, Fabrício Rezende explicou o andamento dos trabalhos. “As atividades demandam a utilização de máquinas pesadas e equipamentos específicos. O lodo removido será estocado em recipientes denominados bags. Posteriormente, será encaminhado para descarte em local adequado”, afirmou. Para o gerente regional Júlio Cézar Silva, as atividades reforçam o compromisso da Companhia com a população. “Com a retirada dos sedimentos, a lagoa recupera sua capacidade total de armazenamento, nos permitindo atender à sede do município, mesmo em caso de sua expansão. Também otimiza a operação, evitando obstruções das tubulações nas saídas das lagoas”, disse. Renato Carvalho, gestor de Tratamento de Esgoto, falou dos benefícios das intervenções. “O desassoreamento possibilita que o efluente fique menos tempo nas lagoas, mas tenha uma qualidade de tratamento igual ou superior à atual, evidenciando a eficiência do processo. Também favorece a redução de possíveis odores no local”, pontuou. A Copasa está em Frutal desde 1976, quando assumiu o sistema de abastecimento de água. Em 1985, iniciou a operação do sistema de esgotamento sanitário. Com capacidade para tratar até 160 litros de esgoto por segundo, a ETE recebe efluentes de 27.321 imóveis.
Pró-Mananciais celebra resultados e fortalece ações de preservação em Minas Gerais;Cerca de 400 pessoas marcaram presença na noite de quarta-feira (03/12) durante a abertura do 7º Encontro do Pró-Mananciais, realizado no Tauá Resort, em Caeté. O evento reuniu representantes de diversas regiões do estado e celebrou não apenas a história do programa, mas também seu impacto social, ambiental e econômico. Criado em 2017, o Pró-Mananciais já se consolidou como referência em todo o país pelas iniciativas de proteção e recuperação de microbacias hidrográficas em Minas Gerais, fortalecendo políticas públicas e envolvendo sociedade e instituições em um movimento de cuidado coletivo com os recursos naturais. Atualmente presente em 288 municípios, o programa totaliza R$ 162 milhões investidos em ações que promovem recuperação ambiental, melhoria na qualidade da água e ampliação da disponibilidade hídrica. Os resultados têm refletido diretamente na vida das comunidades que dependem dessas bacias para subsistência, abastecimento e desenvolvimento local. O diretor de Clientes, Comunicação e Sustentabilidade da Copasa, Cleyson Jacomini, celebrou o alcance do programa e reiterou o reconhecimento nacional conquistado este ano, com a premiação recebida no 23º Troféu Seriema – Prêmio Crea de Meio Ambiente. “É uma grande satisfação ver o Pró-Mananciais ser reconhecido com o Troféu Seriema, considerado o ‘Oscar da Sustentabilidade’. Concorrendo com projetos de grande porte, essa conquista reafirma a potência e a seriedade do trabalho que vem sendo desenvolvido”, afirmou. O Pró-Mananciais foi estruturado em parceria com a Agência Reguladora dos Serviços de Abastecimento Sanitário e Esgotamento Sanitário do Estado de Minas Gerais (Arsae-MG), que garantiu sua formalização e previsibilidade de investimentos, destinando 0,5% da Receita Operacional obtida com tarifas para o custeio das ações. A diretora-geral da agência, Deborah Carvalho, disse ser uma grande entusiasta do Programa que, segundo ela, “vai além das pessoas envolvidas diretamente nele”, e reforçou o valor das ações contínuas para os resultados alcançados. “O Pró-Mananciais é regulamentado e possui previsibilidade, diferentemente de muitas iniciativas que enfrentam incertezas orçamentárias ano após ano, o que garante a sua continuidade. É um compromisso coletivo e histórico”, destacou. A noite de abertura do Encontro contou também com a presença do medalhista olímpico Torben Grael, velejador com seis participações em Jogos Olímpicos e um dos atletas mais premiados do país. Em tom leve e espontâneo, ele compartilhou vivências da carreira, destacou a relação com o mar e fez um alerta sobre os impactos ambientais percebidos ao longo dos anos. “Temos visto rios cada vez mais rasos, perdendo riqueza por falta de proteção. Por isso a importância de projetos como o Pró-Mananciais, que preservam nossos recursos hídricos. Jogar o lixo no lugar correto é uma ação simples, mas essencial para manter vivos nossos cursos d’água”, afirmou.
Universaliza Minas leva água tratada a localidades no Vale do Rio Doce;A Copasa deu início a duas novas obras para implantação dos sistemas de abastecimento de água nos distritos de Bom Jesus do Divino e Córrego dos Viletes, ambos pertencentes ao município de Divino, no Vale do Rio Doce. Ao todo, a empresa está investindo mais de R$ 2,88 milhões nestes empreendimentos que tem previsão de término para junho de 2027. Após a conclusão dos trabalhos, cerca de 1.750 pessoas nas duas localidades serão beneficiadas com água tratada em suas residências. Copasa está investindo mais de R$ 2,88 milhões em obras em Bom Jesus do Divino e Córrego dos Viletes. Essas localidades estão sendo atendidos pelo Universaliza Minas da Copasa, iniciativa que visa garantir saneamento em mais de 330 localidades do Estado, a fim de atingir as metas do Novo Marco Legal até 2033. Por meio do programa, serão investidos R$ 400 milhões para beneficiar cerca de 320 mil pessoas da zona rural nos municípios onde a Copasa detém concessão. Em Bom Jesus do Divino serão implantados aproximadamente 6.440 metros de redes de água, além de um reservatório metálico apoiado com capacidade de armazenar 100 mil litros de água. Já no Córrego dos Viletes, a Copasa implantará 3.612 metros de redes de água, 702 metros de adutoras. Também será construído um reservatório metálico apoiado com capacidade de 50 mil litros de água. Em ambos os distritos será construída uma Estação de Tratamento de Água, uma casa de química, substituído os conjuntos motobombas dos dois poços de captação de água existentes e urbanizadas as unidades. O gerente interino da Copasa na região, Marcos Machado, destacou a importância do programa Universaliza Minas para o abastecimento destes distritos. “Antes da inserção destas localidades no programa, a Copasa não operava o sistema de abastecimento de água e as pessoas que moram nestas regiões não eram atendidas com a água tratada produzida pela empresa. Agora, isso vai mudar e, após os trabalhos, teremos 100% do percentual de cobertura do serviço de abastecimento de água em Bom Jesus do Divino e Córrego dos Viletes. Um marco para os moradores que terão mais dignidade, saúde e bem-estar”, disse o gestor. O índice de cobertura do serviço de abastecimento de água da Copasa em Divino já está universalizado com 100%. O Marco Legal do Saneamento no país determina que, para universalizar este serviço em um município, é necessário alcançar o mínimo de 99% dentro do mesmo prazo máximo que é dezembro de 2033. Outro benefício das obras para a cidade é a movimentação da economia local, já que os serviços vão gerar 10 postos de emprego e renda, com aquisições de materiais no comércio da cidade.
O que é o Programa Universaliza Minas;O Universaliza Minas da Copasa é pioneiro no Brasil em atendimento à população de áreas rurais e comunidades urbanas em vulnerabilidade. Seu principal objetivo é promover a universalização dos serviços de saneamento da Copasa, nos municípios em que a Companhia atua. Importante destacar que a água tratada é garantia de saúde e exige altos investimentos para sua captação, tratamento, reservação, distribuição e controle de qualidade. Para assegurar que o fornecimento atenda aos padrões estabelecidos pelo Ministério da Saúde, a Copasa realiza um rigoroso monitoramento da qualidade da água, além de investir em programas de preservação dos mananciais utilizados para abastecimento.
Governo de Minas, em parceria com a Copasa, abre participação social para Diagnóstico da Lagoa da Pampulha;O Governo de Minas, em cooperação com a Copasa e as Prefeituras de Belo Horizonte e Contagem, inicia um novo ciclo de participação social para qualificar o escopo do Diagnóstico da Bacia Hidrográfica e da Lagoa da Pampulha, que orientará as ações permanentes de revitalização e de promoção da segurança hídrica e sustentabilidade do complexo nos próximos anos. A Audiência Pública ocorrerá no dia 3 de dezembro, das 14h às 17h, no CÉU DAS ARTES – Unidade Ressaca, em Contagem (Rua Magnólia, 100 – Arvoredo). As inscrições devem ser feitas pela plataforma Sympla. Já a Consulta Pública On-line está disponível desde 19 de novembro e permanecerá aberta até 19 de dezembro, por meio de formulário eletrônico disponível aqui, permitindo que qualquer pessoa contribua com sugestões e percepções. Essa etapa de participação social integra o Convênio de Cooperação decorrente da Auditoria Operacional conduzida pelo Tribunal de Contas do Estado de Minas Gerais (TCE-MG), que estabeleceu diretrizes para fortalecer transparência, governança e corresponsabilidade entre os órgãos envolvidos na gestão da bacia e da lagoa.
Copasa se destaca no PNQS 2025 com premiação e cases de referência nacional;A Copasa mais uma vez se posiciona como referência nacional em saneamento ao se consagrar vencedora na categoria IGS – Gestão Avançada, do Prêmio Nacional da Qualidade em Saneamento (PNQS) 2025, com o case “Inovação em Ação: CCI a gestão centralizada de fraudes na Copasa”. A Cerimônia de premiação aconteceu em Campinas/SP, entre os dias 25 e 27 de novembro. O PNQS é considerado o principal prêmio de qualidade do setor de saneamento no Brasil, promovido pela Associação Brasileira de Engenharia Sanitária e Ambiental (ABES). A premiação reconhece práticas inovadoras e eficientes que contribuem para a melhoria da gestão e dos serviços prestados à população. ste ano, a Copasa se destacou pelo número expressivo e pela diversidade de cases finalistas que abordam desde inovação tecnológica, eficiência operacional, governança e sustentabilidade. Além do case vencedor “Inovação em Ação: CCI – gestão centralizada de fraudes na Copasa”, desenvolvido por Edmilson Lança Ferreira e Fernando de Castro Ferreira, da Superintendência de Desenvolvimento Comercial (SPDC/GNIC), os projetos finalistas da empresa reforçam a diversidade e relevância das iniciativas.
Copasa investe R$ 1,4 milhão para melhorar abastecimento de água em Luz;Para proporcionar maior segurança hídrica à população de Luz, região Central de Minas Gerais, a Copasa está investindo R$ 1,4 milhão em melhorias do sistema de abastecimento de água. Iniciadas em março deste ano, as intervenções têm previsão de término para dezembro próximo. Serão beneficiados os cerca de 18 mil habitantes. As obras contemplam a construção de um novo reservatório, com capacidade para armazenar mais de 500 mil litros de água, na região do Hospital Nossa Senhora Aparecida. Também serão implantados mais de 3,4 km de redes de distribuição pelo perímetro urbano. Alex Lopes, gerente regional em exercício, detalhou os benefícios das obras. “Essas melhorias aumentam a resiliência no sistema. Juntas, garantirão que a água chegue de forma mais eficiente à população. Ademais, quando houver necessidade de interromper o fornecimento para executar manutenções programadas ou emergenciais, a normalização ocorre de forma mais ágil”, disse. A Copasa está em Luz desde 1982 e busca melhorar constantemente para oferecer sempre a melhor experiência aos clientes. Diariamente, a empresa distribui, em média, 3,7 milhões de litros de água para abastecer aos mais de oito mil imóveis.
Copasa mais perto: Agência Móvel atende moradores do Manoel Pimenta;Pensando em ampliar o acesso aos seus serviços, estreitar o relacionamento com os clientes e oferecer uma oportunidade para a população solucionar suas pendências e acessar todos os serviços da Companhia com mais comodidade, a Copasa realizará atendimento por meio da Agência Móvel no Bairro Manoel Pimenta, em Teófilo Otoni, entre os dias 26 e 28 de novembro. Durante o período de atendimento, das 9h às 16h, os clientes poderão acessar diversos serviços por meio do veículo adaptado da Agência Móvel. Entre as opções disponíveis estão: negociação de débitos com condições especiais, atualização cadastral, solicitação de ligação de água e esgoto, mudança de titularidade, emissão de segunda via de contas, verificação de valores faturados, comunicação de vazamentos, entre outros. Em destaque, a Agência Móvel oferecerá serviços essenciais, como negociações de débitos e pedidos de religação e ligação de água para a região. Estes atendimentos são cruciais para a população, facilitando a regularização de pendências financeiras e a garantia do fornecimento do serviço nas residências. “A Agência Móvel é a forma que a Copasa encontrou de levar mais agilidade e facilidade no acesso aos nossos serviços e benefícios. É uma iniciativa que aproxima a Companhia da população, permitindo que diversos atendimentos sejam realizados de forma cômoda e rápida, diretamente no bairro, destacou o gerente da Regional Teófilo Otoni, Aldo José Diniz.
Agência Móvel;Esse trabalho faz parte do Programa Engajar para Transformar da Copasa e tem como proposta estreitar ainda mais o relacionamento com seus clientes, oferecendo uma abordagem empática, humana e focada nas demandas dos moradores. Ele é uma parceria das unidades de Desenvolvimento Sustentável, de Relacionamento com o Cliente e de Serviços Comerciais.
Agência Móvel da Copasa realiza atendimentos em Frutal;"A Agência Móvel da Copasa estaciona em Frutal nos dias 25, 26 e 27 de novembro. O veículo participa do 3º Feirão Limpa Nome, promovido pelo Procon Municipal. Os atendimentos ocorrerão no Centro de Eventos Yara Lins, que fica na rua Iturama, n.º 1.491, bairro Progresso, das 9h às 11h30 e das 13h às 16h. De acordo com o gerente regional da Copasa no município, Júlio Cézar Silva, a Agência Móvel facilita aos clientes o acesso aos serviços comerciais ofertados pela Companhia. “Com uma abordagem ágil, empática e resolutiva, a unidade itinerante é um reforço aos atendimentos no município. A ação aproxima e fortalece os laços com a população”, afirmou. No veículo de atendimento itinerante, a população poderá renegociar débitos com condições especiais de pagamento; solicitar 2ª via de faturas; atualizar dados; alterar titularidade; tirar dúvidas sobre a prestação de serviços da Copasa no município; solicitar revisão de contas e muito mais."
TarifaSocial;Na ocasião, também serão difundidas informações sobre a tarifa social. O benefício concede até 50% de desconto nas contas de água e esgoto de clientes categoria residencial inscritos no (CadÚnico), com renda mensal de até meio salário mínimo por pessoa. Também têm direito aqueles que sejam beneficiários do BPC/Loas (Benefício de Prestação Continuada).
Programa Engajar para Transformar;A mobilização da Copasa também faz parte do Programa Engajar para Transformar, cujo objetivo é estreitar o relacionamento com seus clientes por meio de um atendimento humanizado, empático e direcionado às necessidades da população. Esse programa é coordenado pela Gerência de Desenvolvimento Social da Companhia e conta com apoio das equipes de Relacionamento com o Cliente, Operação Comercial e Superintendência de Operações Centro-Oeste. O programa também está em consonância com os Objetivos de Desenvolvimento Sustentável (ODS) da Agenda 2030 da Organização das Nações Unidas (ONU) e integra a Agenda ESG da Copasa, sigla que se refere às questões ambientais, sociais e de governança corporativa.
Copasa conclui Sistema de Esgotamento Sanitário de Confins;Obra promove a ampliação dos índices de tratamento, beneficiando mais de 4,5 mil moradores de Confins e do distrito de Tavares. A Copasa concluiu as obras do Sistema de Esgotamento Sanitário (SES) de Confins e do distrito de Tavares, proporcionando um salto significativo na saúde pública e na proteção ambiental da região. A operação do novo sistema teve início em outubro de 2025, beneficiando 4.507 moradores, com projeção de atendimento a 5.187 pessoas até 2040. Até 2024, o município não possuía rede pública de esgoto. O serviço era feito por fossas sépticas, sem tratamento coletivo, o que trazia riscos ambientais e sanitários. Com a conclusão do novo SES, o esgoto da sede de Confins passa a ser coletado e conduzido à Estação de Tratamento de Esgoto (ETE) de Pedro Leopoldo, enquanto os efluentes coletados no distrito de Tavares passam a ser tratados na ETE de São José da Lapa. Essa entrega eleva os índices de saneamento da região: 90% de coleta e tratamento de esgoto na sede de Confins e 60% no distrito de Tavares, aproximando o município das metas de universalização definidas no Marco Legal do Saneamento e atendendo às obrigações pactuadas com o Ministério Público.
